cidade,area,quartos,banheiro,garagens,andar,animal,mobilia,condominio_reais,iptu,seguro_incendio
São Paulo,88,2,1,1,3,acept,not furnished,800,150,44
Rio de Janeiro,60,1,1,0,5,acept,not furnished,500,100,10
São Paulo,40,2,1,0,11,acept,not furnished,526,129,32
São Paulo,90,2,2,0,3,acept,not furnished,1600,250,54
São Paulo,52,2,1,1,9,acept,not furnished,480,55,15
Porto Alegre,18,1,1,0,3,not acept,furnished,370,0,16
São Paulo,140,3,2,1,1,acept,furnished,700,109,77
Porto Alegre,38,1,1,1,3,acept,not furnished,360,6,8
Campinas,200,2,1,1,-,acept,not furnished,0,250,22
Belo Horizonte,55,2,1,1,2,not acept,furnished,200,75,22
São Paulo,440,6,7,0,-,acept,not furnished,0,2320,90
São Paulo,126,3,4,3,4,acept,not furnished,1560,1021,51
São Paulo,84,1,1,1,1,not acept,not furnished,929,246,32
Porto Alegre,47,2,1,1,7,acept,not furnished,389,0,18
São Paulo,25,1,1,0,1,not acept,not furnished,0,25,11
São Paulo,68,1,1,1,12,acept,furnished,4240,584,77
Campinas,160,3,1,4,-,not acept,not furnished,0,135,52
Campinas,578,4,5,8,-,acept,not furnished,0,787,143
São Paulo,22,1,1,0,6,not acept,furnished,380,9,77
Porto Alegre,50,1,2,0,-,acept,not furnished,250,0,17
Belo Horizonte,139,4,1,2,3,not acept,not furnished,1600,390,56
São Paulo,130,2,1,1,1,acept,not furnished,0,180,28
Belo Horizonte,38,1,1,0,2,not acept,not furnished,0,0,18
São Paulo,200,3,4,2,-,acept,not furnished,0,1100,44
São Paulo,93,3,2,2,7,acept,not furnished,750,84,28
São Paulo,20,1,1,0,-,acept,furnished,602,130,23
Belo Horizonte,73,3,1,1,3,acept,not furnished,707,121,19
São Paulo,23,1,1,0,25,acept,not furnished,399,0,28
Campinas,66,2,2,1,2,not acept,furnished,536,76,29
São Paulo,71,2,3,2,13,not acept,not furnished,500,50,47
São Paulo,129,3,5,0,14,acept,not furnished,1200,561,77
Porto Alegre,300,8,3,0,-,acept,not furnished,0,250,91
Porto Alegre,27,1,1,0,2,acept,not furnished,100,75,15
São Paulo,380,4,3,3,11,acept,not furnished,3500,1600,74
São Paulo,250,4,5,4,1,acept,not furnished,4200,1667,153
São Paulo,126,2,1,0,13,acept,not furnished,570,0,33
São Paulo,52,2,1,1,3,acept,not furnished,403,10,17
Campinas,54,1,1,1,9,acept,not furnished,758,84,15
São Paulo,48,2,1,1,10,acept,not furnished,370,0,21
São Paulo,156,2,4,2,11,acept,not furnished,2690,520,127
Campinas,139,3,5,3,3,acept,furnished,1090,232,85
Porto Alegre,83,2,2,1,3,acept,not furnished,700,101,37
Rio de Janeiro,130,3,2,1,7,acept,not furnished,1660,475,22
São Paulo,78,2,2,1,2,acept,furnished,1250,390,92
Belo Horizonte,70,3,2,2,1,acept,not furnished,554,228,26
São Paulo,112,3,3,2,8,not acept,not furnished,1222,486,42
Porto Alegre,47,1,1,1,1,not acept,furnished,400,0,33
São Paulo,67,2,1,1,7,acept,not furnished,570,4,18
Porto Alegre,76,3,2,2,6,acept,not furnished,250,0,31
Porto Alegre,70,2,2,0,4,acept,not furnished,330,59,21
Belo Horizonte,160,3,3,2,3,acept,not furnished,1364,269,36
Rio de Janeiro,30,1,1,0,12,acept,not furnished,0,50,13
Porto Alegre,61,2,1,0,3,not acept,not furnished,400,0,22
Porto Alegre,63,2,1,0,2,acept,not furnished,180,42,15
São Paulo,130,3,2,2,8,acept,not furnished,1310,338,83
São Paulo,58,2,1,1,6,acept,not furnished,850,165,22
Porto Alegre,143,3,2,3,9,acept,furnished,1950,698,88
São Paulo,105,3,2,2,2,acept,not furnished,1320,275,93
Rio de Janeiro,108,3,2,1,3,acept,furnished,1340,252,68
São Paulo,470,4,6,2,7,acept,not furnished,3000,1000,109
São Paulo,280,5,2,1,-,acept,not furnished,0,0,121
Porto Alegre,40,1,1,1,6,acept,furnished,390,0,44
Rio de Janeiro,64,2,1,0,-,not acept,not furnished,0,78,26
Campinas,35,1,1,0,8,acept,not furnished,480,14,7
São Paulo,112,3,2,1,8,acept,not furnished,810,98,49
Porto Alegre,110,2,2,1,1,acept,not furnished,250,20,22
Belo Horizonte,45,1,1,0,-,acept,not furnished,0,127,19
São Paulo,58,2,1,1,1,acept,not furnished,1077,100,25
São Paulo,110,2,2,1,18,acept,not furnished,1286,0,22
Belo Horizonte,200,3,3,1,2,acept,not furnished,0,94,35
São Paulo,62,3,1,1,1,acept,not furnished,750,0,14
Porto Alegre,59,1,1,1,12,acept,not furnished,300,67,33
São Paulo,168,3,4,5,7,acept,furnished,1610,190,46
São Paulo,430,4,7,6,-,acept,not furnished,0,300,121
Rio de Janeiro,90,2,1,0,9,acept,not furnished,650,90,13
São Paulo,100,2,2,2,-,acept,not furnished,1750,450,36
São Paulo,70,2,1,1,-,acept,not furnished,60,0,32
São Paulo,74,2,3,2,24,acept,not furnished,450,40,41
Belo Horizonte,127,3,2,3,1,acept,not furnished,750,317,40
São Paulo,165,3,4,3,7,acept,not furnished,1700,573,58
São Paulo,90,2,2,1,3,acept,not furnished,1000,50,39
São Paulo,68,2,2,2,8,acept,furnished,1030,236,44
São Paulo,180,2,2,5,-,acept,not furnished,1,1,46
Rio de Janeiro,52,2,1,0,2,acept,not furnished,200,43,16
Porto Alegre,80,3,3,0,4,acept,not furnished,300,0,33
São Paulo,65,3,2,0,2,acept,furnished,1000,245,41
São Paulo,35,1,1,0,1,not acept,not furnished,250,0,17
Campinas,136,4,5,3,6,acept,furnished,1253,218,46
Belo Horizonte,78,2,3,2,3,acept,not furnished,407,209,34
Rio de Janeiro,75,2,2,0,1,not acept,not furnished,670,59,29
Rio de Janeiro,170,3,2,1,4,acept,not furnished,900,0,46
São Paulo,56,2,2,1,4,acept,not furnished,500,0,26
São Paulo,22,1,1,0,-,not acept,not furnished,250,14,14
São Paulo,275,4,5,4,1,acept,not furnished,4200,1334,123
São Paulo,70,3,1,0,-,acept,not furnished,0,0,20
Rio de Janeiro,60,2,1,1,1,not acept,not furnished,800,55,20
Porto Alegre,75,2,1,2,2,acept,not furnished,380,55,18
Belo Horizonte,76,2,1,2,3,not acept,furnished,205,99,28
São Paulo,22,1,1,0,-,acept,not furnished,0,0,15
Belo Horizonte,143,3,2,3,11,not acept,not furnished,680,170,34
Rio de Janeiro,300,3,4,1,11,acept,not furnished,2860,917,107
São Paulo,480,4,7,5,-,acept,not furnished,0,1250,113
São Paulo,65,2,2,1,15,not acept,furnished,1072,165,96
São Paulo,23,1,1,0,7,acept,furnished,430,0,23
Porto Alegre,45,1,1,1,4,acept,not furnished,300,21,9
São Paulo,70,2,1,1,9,acept,furnished,628,108,40
São Paulo,60,1,1,0,-,acept,furnished,0,400,62
São Paulo,20,1,1,0,-,acept,furnished,602,130,23
São Paulo,97,2,3,2,15,acept,not furnished,768,243,42
Rio de Janeiro,70,2,1,0,2,not acept,not furnished,150,30,13
São Paulo,140,3,3,5,8,not acept,furnished,2000,710,102
Belo Horizonte,240,4,4,3,5,acept,not furnished,0,0,62
São Paulo,175,3,5,3,15,acept,not furnished,2312,1308,97
São Paulo,400,3,4,4,-,acept,not furnished,0,1667,181
São Paulo,165,3,2,3,7,acept,not furnished,1874,500,46
São Paulo,390,3,4,4,10,not acept,not furnished,2710,2682,115
São Paulo,70,2,1,1,7,acept,furnished,467,170,23
Rio de Janeiro,40,1,1,0,7,not acept,furnished,474,59,33
Belo Horizonte,30,1,1,1,1,acept,furnished,800,30,12
Porto Alegre,45,1,1,0,2,acept,not furnished,340,42,14
São Paulo,178,4,4,4,16,acept,not furnished,2200,688,58
São Paulo,75,3,1,1,1,not acept,not furnished,475,0,23
São Paulo,44,1,1,1,8,acept,not furnished,480,70,30
São Paulo,79,2,2,1,2,not acept,not furnished,702,0,21
São Paulo,210,4,4,4,5,acept,not furnished,3000,1325,166
Porto Alegre,100,3,2,2,-,acept,not furnished,0,125,54
Campinas,150,3,2,4,-,acept,furnished,0,186,53
São Paulo,135,2,2,1,8,acept,furnished,1063,159,42
Rio de Janeiro,50,1,1,0,1,not acept,furnished,400,200,39
Rio de Janeiro,75,2,2,1,5,not acept,furnished,1832,263,36
São Paulo,100,2,3,1,-,not acept,not furnished,0,117,23
São Paulo,300,4,2,2,1,acept,furnished,3000,1091,83
São Paulo,136,3,2,3,12,acept,furnished,1400,325,32
Belo Horizonte,68,2,2,2,5,acept,not furnished,1365,9,52
São Paulo,55,1,1,1,10,acept,furnished,570,0,7
Campinas,260,4,3,4,-,acept,furnished,600,596,88
Belo Horizonte,300,4,3,3,3,acept,not furnished,1400,469,100
São Paulo,87,3,2,1,4,acept,not furnished,1191,93,46
São Paulo,750,4,5,8,-,acept,not furnished,0,4338,226
Rio de Janeiro,250,2,3,2,-,acept,not furnished,0,349,54
São Paulo,220,3,4,1,6,acept,not furnished,1680,334,153
Belo Horizonte,55,1,1,0,-,not acept,not furnished,0,21,17
Belo Horizonte,310,4,4,3,1,not acept,not furnished,360,341,40
São Paulo,215,3,1,1,18,acept,not furnished,1100,240,51
São Paulo,70,1,1,1,12,acept,furnished,1000,171,45
São Paulo,25,1,1,0,2,not acept,furnished,0,0,23
São Paulo,301,3,4,4,-,acept,not furnished,0,2917,121
Rio de Janeiro,180,3,3,1,2,acept,not furnished,2000,459,38
São Paulo,20,1,1,0,-,acept,furnished,602,130,23
Rio de Janeiro,115,2,2,2,1,acept,not furnished,900,75,39
São Paulo,79,3,2,1,8,acept,furnished,580,62,31
São Paulo,200,3,4,4,5,acept,furnished,1800,686,38
Campinas,48,1,1,1,2,acept,furnished,505,59,21
Belo Horizonte,130,2,1,1,-,acept,not furnished,0,59,21
São Paulo,46,1,1,0,3,acept,not furnished,100,0,21
São Paulo,64,2,2,1,7,not acept,not furnished,1182,276,89
Campinas,70,1,1,0,6,acept,not furnished,500,30,11
São Paulo,57,1,1,0,7,acept,furnished,300,17,77
São Paulo,450,4,5,7,-,acept,furnished,0,334,181
São Paulo,56,2,1,1,13,acept,not furnished,580,25,33
Campinas,157,3,2,2,15,acept,not furnished,1290,208,28
São Paulo,330,5,6,2,11,acept,not furnished,800,250,114
São Paulo,80,2,2,1,9,acept,furnished,767,213,41
São Paulo,46,1,1,1,9,acept,not furnished,500,35,28
Porto Alegre,90,4,2,1,3,not acept,not furnished,400,212,32
Rio de Janeiro,103,4,3,0,-,acept,furnished,800,97,28
São Paulo,300,4,4,3,-,acept,not furnished,2150,1500,166
Belo Horizonte,220,5,4,4,4,acept,not furnished,400,170,36
São Paulo,70,2,1,1,12,acept,not furnished,1400,3000,39
Rio de Janeiro,105,3,2,1,6,acept,not furnished,1881,184,42
São Paulo,60,2,2,2,6,acept,not furnished,1050,344,27
Campinas,70,2,2,0,5,not acept,not furnished,0,62,16
São Paulo,207,3,4,3,3,acept,not furnished,2600,817,32
Porto Alegre,60,2,2,1,6,acept,not furnished,606,88,16
Belo Horizonte,270,5,4,6,-,acept,not furnished,0,125,53
São Paulo,127,3,2,1,5,acept,not furnished,1780,400,42
São Paulo,360,3,5,2,1,acept,not furnished,3500,834,191
São Paulo,288,4,5,4,8,acept,not furnished,3635,1155,64
Belo Horizonte,285,3,2,0,6,acept,not furnished,1000,492,80
Rio de Janeiro,21,1,1,0,11,acept,not furnished,519,0,16
Rio de Janeiro,155,4,3,1,3,not acept,furnished,1450,350,111
São Paulo,70,3,2,1,10,not acept,furnished,500,77,25
São Paulo,94,3,2,2,1,acept,not furnished,1337,140,46
Porto Alegre,52,1,1,0,-,acept,not furnished,90,1,11
São Paulo,50,2,1,1,3,acept,not furnished,700,125,58
São Paulo,109,1,1,2,5,not acept,furnished,1750,479,146
São Paulo,320,5,5,4,4,acept,not furnished,5800,1500,70
Campinas,210,6,3,0,-,acept,not furnished,0,0,64
São Paulo,300,3,3,4,12,acept,not furnished,3800,1417,83
São Paulo,300,3,5,3,9,acept,furnished,4000,1250,74
São Paulo,120,2,2,0,1,acept,not furnished,300,120,46
São Paulo,57,2,2,1,8,acept,not furnished,465,10,15
Porto Alegre,115,2,2,1,1,acept,not furnished,300,9,27
São Paulo,48,2,1,1,4,acept,not furnished,150,0,12
São Paulo,118,3,3,2,17,acept,furnished,1000,356,50
São Paulo,80,3,2,2,4,acept,not furnished,690,92,34
São Paulo,65,2,2,2,13,acept,furnished,1084,207,42
São Paulo,38,1,1,1,12,acept,furnished,580,100,26
São Paulo,350,7,4,2,-,not acept,not furnished,0,1250,121
Belo Horizonte,230,4,4,5,13,acept,not furnished,2500,1900,100
São Paulo,400,4,5,4,13,acept,furnished,2700,1500,89
São Paulo,350,4,4,2,-,acept,not furnished,0,500,151
São Paulo,156,3,3,1,12,not acept,not furnished,1600,0,53
São Paulo,179,3,3,3,12,acept,furnished,1800,900,41
São Paulo,96,1,2,1,10,acept,furnished,1835,167,54
Belo Horizonte,500,4,6,4,-,not acept,not furnished,0,434,246
São Paulo,41,1,1,0,17,acept,furnished,450,0,32
São Paulo,158,4,4,4,10,acept,furnished,2250,423,32
Belo Horizonte,100,4,2,2,-,acept,not furnished,0,369,47
São Paulo,220,3,4,2,-,acept,not furnished,400,834,226
São Paulo,45,1,1,1,10,not acept,furnished,1600,177,23
São Paulo,35,1,1,0,1,not acept,not furnished,250,0,17
Rio de Janeiro,100,2,3,1,7,acept,furnished,700,84,41
São Paulo,300,4,4,6,7,not acept,furnished,4000,1180,70
Campinas,63,2,1,0,-,acept,not furnished,400,26,11
Rio de Janeiro,90,3,2,0,3,acept,not furnished,1330,120,17
São Paulo,50,1,2,0,-,not acept,not furnished,0,0,23
Campinas,65,1,1,1,9,acept,not furnished,380,83,16
São Paulo,400,4,3,2,-,acept,not furnished,0,1417,121
São Paulo,98,2,1,1,4,acept,not furnished,1028,129,40
Rio de Janeiro,90,2,2,1,4,acept,not furnished,1200,253,49
Belo Horizonte,82,3,2,2,1,acept,not furnished,200,69,16
Rio de Janeiro,125,3,1,2,11,acept,not furnished,1317,170,33
São Paulo,80,3,1,1,1,acept,not furnished,620,0,23
São Paulo,70,2,2,0,6,acept,not furnished,900,50,24
Porto Alegre,47,1,1,1,1,not acept,furnished,400,0,33
Rio de Janeiro,117,3,1,1,2,not acept,not furnished,200,103,48
São Paulo,16,1,1,0,2,acept,not furnished,0,5,35
São Paulo,520,3,4,2,-,acept,not furnished,0,1500,136
Porto Alegre,49,1,1,0,1,not acept,not furnished,600,15,9
São Paulo,220,3,4,2,-,acept,not furnished,0,0,73
Campinas,68,1,1,1,10,not acept,furnished,600,48,13
São Paulo,131,4,4,2,11,acept,not furnished,1400,317,58
Belo Horizonte,802,6,6,8,-,acept,furnished,0,1003,246
São Paulo,200,4,4,2,-,not acept,not furnished,0,850,121
Rio de Janeiro,410,4,5,2,-,acept,furnished,0,584,61
Belo Horizonte,60,2,1,1,8,acept,not furnished,405,162,28
São Paulo,200,2,2,1,-,acept,not furnished,0,0,76
Rio de Janeiro,120,3,2,2,1,acept,not furnished,1784,350,69
Campinas,60,2,1,1,-,acept,not furnished,485,60,11
Belo Horizonte,42,1,1,1,15,not acept,furnished,410,172,36
São Paulo,62,2,1,1,7,acept,not furnished,450,125,23
Campinas,60,2,1,1,8,not acept,furnished,500,156,42
Porto Alegre,63,1,1,0,3,acept,not furnished,340,38,14
Rio de Janeiro,72,1,2,1,6,acept,not furnished,580,0,26
Porto Alegre,147,4,4,2,2,acept,not furnished,1100,305,27
São Paulo,39,1,1,0,8,acept,not furnished,330,19,16
São Paulo,216,4,3,4,28,not acept,not furnished,1868,657,64
Porto Alegre,73,2,3,1,2,acept,not furnished,400,79,29
Campinas,600,5,5,4,-,acept,not furnished,3300,916,76
São Paulo,128,2,1,1,9,acept,furnished,1200,9,108
Campinas,50,2,1,0,2,not acept,not furnished,386,55,11
São Paulo,78,3,2,2,10,acept,not furnished,650,117,31
São Paulo,185,4,5,4,5,acept,not furnished,2800,1081,90
Rio de Janeiro,95,2,2,1,11,acept,not furnished,1024,28120,39
São Paulo,99,3,2,1,3,acept,not furnished,390,90,32
São Paulo,59,2,2,1,12,acept,not furnished,360,18,28
São Paulo,370,4,5,5,17,acept,furnished,4800,1992,64
Porto Alegre,65,1,1,0,5,acept,furnished,300,25,19
Rio de Janeiro,64,2,1,1,1,acept,furnished,2244,258,25
São Paulo,150,2,2,2,-,acept,not furnished,0,667,91
São Paulo,137,3,4,2,2,acept,not furnished,1300,334,28
Porto Alegre,80,1,1,1,6,acept,not furnished,1000,0,41
São Paulo,48,1,1,1,6,acept,not furnished,500,35,28
São Paulo,112,3,2,3,3,acept,not furnished,1251,332,32
São Paulo,140,3,2,2,8,acept,furnished,1050,209,153
São Paulo,20,1,1,0,3,not acept,furnished,300,40,8
Rio de Janeiro,30,1,1,1,2,acept,not furnished,600,60,12
Campinas,75,3,2,1,3,not acept,not furnished,550,67,27
São Paulo,30,1,1,0,-,not acept,not furnished,0,25,10
Porto Alegre,68,2,1,0,10,acept,not furnished,515,73,25
São Paulo,75,2,1,1,14,not acept,furnished,1200,196,31
São Paulo,300,3,5,4,-,acept,not furnished,0,334,68
São Paulo,56,2,1,1,13,not acept,not furnished,390,9,23
São Paulo,45,2,1,1,14,acept,not furnished,270,82,20
Belo Horizonte,40,1,1,0,-,not acept,not furnished,0,0,15
Belo Horizonte,100,3,3,2,6,not acept,not furnished,720,143,24
São Paulo,36,1,1,1,13,acept,not furnished,250,0,24
São Paulo,380,4,2,0,-,acept,not furnished,0,0,121
São Paulo,190,4,4,2,4,acept,not furnished,2000,134,41
São Paulo,300,3,3,5,-,acept,not furnished,0,417,64
São Paulo,40,1,1,0,-,not acept,not furnished,0,70,31
Campinas,33,1,1,0,11,not acept,not furnished,290,10,8
São Paulo,300,2,4,2,-,acept,not furnished,0,419,91
Belo Horizonte,92,3,2,2,3,acept,not furnished,300,171,26
São Paulo,40,1,1,0,1,acept,not furnished,0,56,13
Campinas,660,5,5,4,-,acept,not furnished,1400,1000,76
São Paulo,352,4,4,4,-,not acept,furnished,0,479,130
São Paulo,31,1,1,1,11,acept,not furnished,478,75,31
São Paulo,68,1,2,1,11,acept,not furnished,1200,100,58
São Paulo,240,3,4,3,9,acept,not furnished,2100,825,74
Rio de Janeiro,311,4,3,1,8,acept,furnished,2000,500,194
São Paulo,57,1,1,0,8,acept,furnished,300,17,77
Belo Horizonte,243,4,4,4,7,not acept,not furnished,2800,1250,134
São Paulo,182,4,4,2,10,acept,not furnished,2965,605,77
Rio de Janeiro,96,2,2,1,10,not acept,furnished,995,109,38
São Paulo,69,3,2,0,7,acept,furnished,650,185,25
São Paulo,106,2,2,2,1,not acept,furnished,1170,334,135
Belo Horizonte,32,1,1,1,9,acept,not furnished,197,132,20
São Paulo,70,1,1,0,8,acept,not furnished,430,109,41
Belo Horizonte,120,3,4,3,8,acept,furnished,2077,726,80
São Paulo,200,5,3,2,1,acept,not furnished,1480,259,115
São Paulo,140,3,2,2,13,not acept,not furnished,1475,171,26
São Paulo,170,2,3,3,6,not acept,furnished,2500,417,76
Rio de Janeiro,45,1,1,1,1,acept,furnished,1437,382,39
São Paulo,46,1,1,1,12,not acept,furnished,1445,298,64
Belo Horizonte,156,7,2,1,3,acept,not furnished,350,187,30
Rio de Janeiro,90,3,2,1,1,not acept,furnished,2153,364,33
São Paulo,32,1,1,0,5,acept,not furnished,400,0,26
São Paulo,70,2,2,1,12,acept,not furnished,665,0,26
São Paulo,72,2,2,1,1,acept,furnished,466,93,39
São Paulo,80,2,2,2,-,acept,not furnished,50,173,34
Rio de Janeiro,115,3,2,1,8,acept,furnished,1090,114,35
São Paulo,200,3,3,2,7,acept,not furnished,4200,642,92
São Paulo,163,3,3,3,8,acept,furnished,1532,417,33
São Paulo,50,2,2,1,10,acept,not furnished,380,0,25
São Paulo,700,5,7,5,-,acept,not furnished,0,2240,226
São Paulo,22,1,1,0,25,acept,not furnished,385,40,27
São Paulo,156,3,4,2,7,acept,not furnished,1800,0,26
São Paulo,60,1,2,1,9,not acept,furnished,844,0,49
São Paulo,170,4,4,3,9,acept,not furnished,1990,594,105
São Paulo,72,2,1,1,11,acept,not furnished,850,0,30
São Paulo,50,2,1,0,-,acept,not furnished,0,83,19
São Paulo,41,1,1,1,4,not acept,furnished,380,0,13
São Paulo,139,3,2,0,7,acept,not furnished,1250,103,102
Porto Alegre,42,1,2,1,2,acept,not furnished,217,42,27
São Paulo,320,3,4,4,7,acept,furnished,3440,1659,191
Rio de Janeiro,90,2,3,1,3,not acept,furnished,1200,265,39
Porto Alegre,112,2,2,2,10,acept,not furnished,1100,100,47
São Paulo,68,2,2,1,6,acept,not furnished,750,196,33
São Paulo,400,10,5,8,-,acept,not furnished,0,1417,164
São Paulo,75,3,1,1,8,not acept,not furnished,837,70,28
Rio de Janeiro,28,1,1,0,16,acept,not furnished,1100,99,10
São Paulo,60,3,1,0,3,acept,not furnished,550,80,22
São Paulo,40,1,1,0,2,acept,not furnished,250,70,13
Belo Horizonte,130,4,3,1,1,acept,not furnished,350,206,35
Belo Horizonte,70,2,1,2,1,acept,not furnished,222,100,22
Belo Horizonte,100,4,2,3,10,acept,not furnished,1027,238,35
São Paulo,206,3,3,1,11,acept,furnished,2914,586,94
São Paulo,200,3,4,2,2,acept,not furnished,2700,0,117
São Paulo,90,3,2,1,4,acept,not furnished,900,92,27
São Paulo,250,3,4,0,1,acept,furnished,2000,1667,127
São Paulo,90,2,1,1,1,acept,not furnished,1000,50,39
São Paulo,25,1,1,0,2,not acept,not furnished,160,15,8
São Paulo,101,3,3,2,1,acept,not furnished,780,330,59
São Paulo,90,3,4,2,9,acept,furnished,1200,266,70
São Paulo,110,3,2,3,11,acept,not furnished,1150,334,33
São Paulo,52,1,1,1,11,acept,not furnished,730,38,27
Rio de Janeiro,40,2,2,0,2,acept,not furnished,716,55,13
Campinas,55,2,1,1,2,acept,not furnished,453,44,10
Rio de Janeiro,67,1,1,1,11,acept,not furnished,508,123,11
Belo Horizonte,45,2,1,1,3,acept,not furnished,0,0,14
Rio de Janeiro,70,2,1,0,3,not acept,not furnished,800,42,15
São Paulo,300,3,3,5,-,acept,not furnished,0,584,76
São Paulo,156,3,2,1,-,acept,not furnished,0,59,97
São Paulo,270,4,3,3,-,acept,not furnished,0,392,164
Belo Horizonte,70,3,1,1,3,acept,furnished,250,50,17
Rio de Janeiro,104,3,1,0,6,acept,not furnished,784,195,46
Rio de Janeiro,90,2,1,0,3,acept,not furnished,940,234,45
São Paulo,29,1,1,0,5,acept,furnished,400,5,26
Porto Alegre,60,1,1,0,2,not acept,furnished,100,0,18
São Paulo,550,4,5,0,1,acept,not furnished,2700,0,112
São Paulo,48,2,1,1,10,acept,not furnished,400,51,21
Rio de Janeiro,28,1,1,0,3,acept,furnished,609,0,16
São Paulo,69,3,2,1,8,acept,not furnished,670,6,26
Belo Horizonte,362,5,4,4,15,not acept,not furnished,1400,1504,106
Rio de Janeiro,35,1,1,0,-,acept,not furnished,0,0,10
São Paulo,35,1,1,1,-,acept,not furnished,0,101,23
São Paulo,180,3,3,1,-,not acept,not furnished,0,117,46
Rio de Janeiro,84,3,2,1,6,acept,not furnished,839,234,24
Rio de Janeiro,73,2,1,0,4,acept,not furnished,375,120,11
Rio de Janeiro,50,2,1,0,5,acept,furnished,460,50,24
Campinas,60,2,1,1,3,acept,not furnished,200,84,14
São Paulo,62,1,1,0,4,acept,furnished,670,0,30
São Paulo,45,1,1,1,1,not acept,furnished,3000,0,70
São Paulo,52,2,1,1,1,acept,not furnished,390,23,13
Rio de Janeiro,42,1,1,0,8,acept,not furnished,500,42,17
Campinas,48,2,1,1,-,acept,not furnished,250,40,16
São Paulo,70,1,1,0,-,not acept,not furnished,0,0,14
Belo Horizonte,95,2,1,1,4,not acept,furnished,330,94,27
Campinas,73,3,2,2,17,acept,not furnished,570,125,31
Rio de Janeiro,70,2,1,1,2,acept,not furnished,750,93,29
São Paulo,900,3,5,8,-,acept,not furnished,0,2250,121
São Paulo,330,3,5,3,15,acept,not furnished,3400,2500,191
São Paulo,44,1,1,1,13,not acept,furnished,2102,477,55
Porto Alegre,40,1,1,0,5,not acept,furnished,0,0,30
São Paulo,572,6,6,4,-,acept,furnished,0,2359,118
Porto Alegre,250,4,2,1,-,acept,not furnished,0,209,48
Campinas,100,3,2,1,3,acept,not furnished,690,76,17
